iso3,country_name,year,gdp_growth
AUS,Australia,2000,3.9160574881715
AUS,Australia,2001,2.03145880248898
AUS,Australia,2002,3.94980535772942
AUS,Australia,2003,3.0912800997751
AUS,Australia,2004,4.21894147547516
AUS,Australia,2005,3.15548121323168
AUS,Australia,2006,2.7709261737475
AUS,Australia,2007,3.78947119882653
AUS,Australia,2008,3.62398503565633
AUS,Australia,2009,1.95484826298522
AUS,Australia,2010,2.21004795300735
AUS,Australia,2011,2.39473494330615
AUS,Australia,2012,3.95247138119184
AUS,Australia,2013,2.65445302592404
AUS,Australia,2014,2.60118978187332
AUS,Australia,2015,2.16434780647852
AUS,Australia,2016,2.75564065529868
AUS,Australia,2017,2.29331030192918
AUS,Australia,2018,2.87417039499501
AUS,Australia,2019,2.19401703622717
AUS,Australia,2020,-0.133531904304775
AUS,Australia,2021,2.00694844335034
AUS,Australia,2022,4.25304559238732
AUS,Australia,2023,3.58382100798981
AUT,Austria,2000,3.18952292988787
AUT,Austria,2001,1.31698749571339
AUT,Austria,2002,1.48436877605324
AUT,Austria,2003,1.14156504542775
AUT,Austria,2004,2.56525534067859
AUT,Austria,2005,2.32036514266782
AUT,Austria,2006,3.26933601506059
AUT,Austria,2007,3.77522468729185
AUT,Austria,2008,1.45330562142114
AUT,Austria,2009,-3.58626472551299
AUT,Austria,2010,1.80898243043663
AUT,Austria,2011,2.92746800169145
AUT,Austria,2012,0.628246239479637
AUT,Austria,2013,-0.250726423318454
AUT,Austria,2014,0.755798850316665
AUT,Austria,2015,1.30352331826198
AUT,Austria,2016,2.11721964494312
AUT,Austria,2017,2.27224992038207
AUT,Austria,2018,2.48422114080024
AUT,Austria,2019,1.75497619649288
AUT,Austria,2020,-6.31825509209936
AUT,Austria,2021,4.92309171717903
AUT,Austria,2022,5.33096379400371
AUT,Austria,2023,-0.786244288594673
BEL,Belgium,2000,3.71670510672588
BEL,Belgium,2001,1.09960362419645
BEL,Belgium,2002,1.70689430349601
BEL,Belgium,2003,1.03795518162204
BEL,Belgium,2004,3.57120671942319
BEL,Belgium,2005,2.32173792911834
BEL,Belgium,2006,2.55234087322462
BEL,Belgium,2007,3.67692462515802
BEL,Belgium,2008,0.446905130727231
BEL,Belgium,2009,-1.90644105515335
BEL,Belgium,2010,2.71031150254662
BEL,Belgium,2011,1.93115502411325
BEL,Belgium,2012,0.215803612089744
BEL,Belgium,2013,0.305494549070232
BEL,Belgium,2014,1.76554038149924
BEL,Belgium,2015,1.47416433731927
BEL,Belgium,2016,1.19350273007754
BEL,Belgium,2017,1.47446761556785
BEL,Belgium,2018,1.87796847383565
BEL,Belgium,2019,2.4428900448156
BEL,Belgium,2020,-4.7929839083518
BEL,Belgium,2021,6.25445686466593
BEL,Belgium,2022,3.9562379757933
BEL,Belgium,2023,1.71412195515242
CAN,Canada,2000,5.1385391803606
CAN,Canada,2001,1.87509810696022
CAN,Canada,2002,2.99925535017809
CAN,Canada,2003,1.80638512302554
CAN,Canada,2004,3.09236384292251
CAN,Canada,2005,3.21045439063563
CAN,Canada,2006,2.63794375007348
CAN,Canada,2007,2.04990463726786
CAN,Canada,2008,0.995406301140747
CAN,Canada,2009,-2.91508621550267
CAN,Canada,2010,3.09080634469335
CAN,Canada,2011,3.13719442170364
CAN,Canada,2012,1.75566129145483
CAN,Canada,2013,2.32581354806429
CAN,Canada,2014,2.87346677785811
CAN,Canada,2015,0.649971001734855
CAN,Canada,2016,1.03855092490855
CAN,Canada,2017,3.03383491200222
CAN,Canada,2018,2.74296344906655
CAN,Canada,2019,1.90843194590616
CAN,Canada,2020,-5.03823343468899
CAN,Canada,2021,5.95052802804381
CAN,Canada,2022,4.18903628100851
CAN,Canada,2023,1.52874550838358
CHE,Switzerland,2000,3.95871990780931
CHE,Switzerland,2001,1.57566198688916
CHE,Switzerland,2002,-0.0732172569941127
CHE,Switzerland,2003,-0.0323984255438887
CHE,Switzerland,2004,2.70170912949028
CHE,Switzerland,2005,2.74969910618739
CHE,Switzerland,2006,4.0736284178369
CHE,Switzerland,2007,3.91637577227581
CHE,Switzerland,2008,2.8079835919566
CHE,Switzerland,2009,-2.29737452570922
CHE,Switzerland,2010,3.24339715656356
CHE,Switzerland,2011,1.81310830459596
CHE,Switzerland,2012,1.17925385250513
CHE,Switzerland,2013,1.79214400716117
CHE,Switzerland,2014,2.34988141500179
CHE,Switzerland,2015,1.64462750849488
CHE,Switzerland,2016,2.06868969039562
CHE,Switzerland,2017,1.36279965488859
CHE,Switzerland,2018,2.86044579439036
CHE,Switzerland,2019,1.14198218965691
CHE,Switzerland,2020,-2.14173712008038
CHE,Switzerland,2021,5.55962020605844
CHE,Switzerland,2022,3.04406102969423
CHE,Switzerland,2023,0.683328174376044
CHL,Chile,2000,4.9716214882971
CHL,Chile,2001,3.15403492459967
CHL,Chile,2002,3.20279913520113
CHL,Chile,2003,4.72324526861041
CHL,Chile,2004,6.67425416822923
CHL,Chile,2005,5.83704571917758
CHL,Chile,2006,6.04999082563968
CHL,Chile,2007,5.16823098528431
CHL,Chile,2008,3.78939280635238
CHL,Chile,2009,-1.11803723642878
CHL,Chile,2010,5.85165102224047
CHL,Chile,2011,6.22389678509138
CHL,Chile,2012,6.15534001855494
CHL,Chile,2013,3.30850824710085
CHL,Chile,2014,1.79264947139259
CHL,Chile,2015,2.15194249981184
CHL,Chile,2016,1.753038749071
CHL,Chile,2017,1.35769537343957
CHL,Chile,2018,3.99002947789977
CHL,Chile,2019,0.634367533828438
CHL,Chile,2020,-6.14347479224092
CHL,Chile,2021,11.3149204879049
CHL,Chile,2022,2.15399356192458
CHL,Chile,2023,0.521367977246825
COL,Colombia,2000,2.92486148176778
COL,Colombia,2001,1.67789830787579
COL,Colombia,2002,2.50398046659659
COL,Colombia,2003,3.91827190322513
COL,Colombia,2004,5.33302206759905
COL,Colombia,2005,4.82876110773741
COL,Colombia,2006,6.71686869844402
COL,Colombia,2007,6.73819469090975
COL,Colombia,2008,3.28344618616541
COL,Colombia,2009,1.13964864548062
COL,Colombia,2010,4.49465897070922
COL,Colombia,2011,6.94789198173555
COL,Colombia,2012,3.91263576716115
COL,Colombia,2013,5.13399351995672
COL,Colombia,2014,4.49903000110972
COL,Colombia,2015,2.95590137527523
COL,Colombia,2016,2.08738250162794
COL,Colombia,2017,1.35936086788746
COL,Colombia,2018,2.56432428277704
COL,Colombia,2019,3.18685539245533
COL,Colombia,2020,-7.18591413760859
COL,Colombia,2021,10.8011981904878
COL,Colombia,2022,7.32827729427979
COL,Colombia,2023,0.712380031974334
CRI,Costa Rica,2000,3.86871808953644
CRI,Costa Rica,2001,3.49116989434005
CRI,Costa Rica,2002,3.41687639041064
CRI,Costa Rica,2003,4.31717986636224
CRI,Costa Rica,2004,4.42459959654504
CRI,Costa Rica,2005,3.97666636818026
CRI,Costa Rica,2006,7.3266954325067
CRI,Costa Rica,2007,8.21513198348715
CRI,Costa Rica,2008,4.73817487754022
CRI,Costa Rica,2009,-0.873455942787785
CRI,Costa Rica,2010,5.36034352634111
CRI,Costa Rica,2011,4.40315923970431
CRI,Costa Rica,2012,4.88259241025739
CRI,Costa Rica,2013,2.49476611209954
CRI,Costa Rica,2014,3.54210987765977
CRI,Costa Rica,2015,3.65208096802883
CRI,Costa Rica,2016,4.20432325175899
CRI,Costa Rica,2017,4.1576989627609
CRI,Costa Rica,2018,2.6159044043379
CRI,Costa Rica,2019,2.41751181762513
CRI,Costa Rica,2020,-4.27335432161462
CRI,Costa Rica,2021,7.93576224743147
CRI,Costa Rica,2022,4.55149177958398
CRI,Costa Rica,2023,5.11192183224598
CZE,Czechia,2000,4.010669619984
CZE,Czechia,2001,2.9172195289956
CZE,Czechia,2002,1.51345949139996
CZE,Czechia,2003,3.300836832613
CZE,Czechia,2004,4.73633969683438
CZE,Czechia,2005,6.37502886086791
CZE,Czechia,2006,6.62317299177447
CZE,Czechia,2007,5.48882595164517
CZE,Czechia,2008,2.61226807205139
CZE,Czechia,2009,-4.79832416684926
CZE,Czechia,2010,2.71466509907701
CZE,Czechia,2011,1.77238085338473
CZE,Czechia,2012,-0.770668190622743
CZE,Czechia,2013,-0.0418124160447491
CZE,Czechia,2014,2.24521219862635
CZE,Czechia,2015,4.95875848915604
CZE,Czechia,2016,2.58087013921376
CZE,Czechia,2017,5.17356529967881
CZE,Czechia,2018,2.83030588267866
CZE,Czechia,2019,3.56577658128261
CZE,Czechia,2020,-5.30487955463876
CZE,Czechia,2021,4.02901832055149
CZE,Czechia,2022,2.8471706583814
CZE,Czechia,2023,0.0475803308973752
DEU,Germany,2000,2.8765231247659
DEU,Germany,2001,1.63614170690956
DEU,Germany,2002,-0.228255715793637
DEU,Germany,2003,-0.529801394291297
DEU,Germany,2004,1.16208684507278
DEU,Germany,2005,0.885485292551564
DEU,Germany,2006,3.86668241523209
DEU,Germany,2007,2.8891174138025
DEU,Germany,2008,0.887902330743628
DEU,Germany,2009,-5.54455451920674
DEU,Germany,2010,4.13463778522758
DEU,Germany,2011,3.75796884489337
DEU,Germany,2012,0.463512036709204
DEU,Germany,2013,0.396995583779145
DEU,Germany,2014,2.18018602168017
DEU,Germany,2015,1.66300602334775
DEU,Germany,2016,2.22222216259371
DEU,Germany,2017,2.797906720551
DEU,Germany,2018,1.13569604599849
DEU,Germany,2019,0.977734697038784
DEU,Germany,2020,-4.13191443239947
DEU,Germany,2021,3.90999994204108
DEU,Germany,2022,1.8092581243061
DEU,Germany,2023,-0.869647578573321
DNK,Denmark,2000,3.72400899471576
DNK,Denmark,2001,0.95003224600012
DNK,Denmark,2002,0.456530018779986
DNK,Denmark,2003,0.441091006625101
DNK,Denmark,2004,2.77635180744053
DNK,Denmark,2005,2.35960882992528
DNK,Denmark,2006,3.81648769908172
DNK,Denmark,2007,0.987173815945127
DNK,Denmark,2008,-0.417178439991005
DNK,Denmark,2009,-4.97447905669058
DNK,Denmark,2010,1.58289703108802
DNK,Denmark,2011,1.3108037609606
DNK,Denmark,2012,-0.00543230161670749
DNK,Denmark,2013,1.39267343161971
DNK,Denmark,2014,1.27799983192831
DNK,Denmark,2015,2.10441456445301
DNK,Denmark,2016,3.07304549209093
DNK,Denmark,2017,3.05647723922718
DNK,Denmark,2018,1.8600074900921
DNK,Denmark,2019,1.71140093932736
DNK,Denmark,2020,-1.78010601831291
DNK,Denmark,2021,6.50025445756295
DNK,Denmark,2022,0.443832614908331
DNK,Denmark,2023,0.604587766175584
ESP,Spain,2000,5.20064125553942
ESP,Spain,2001,3.91908880808811
ESP,Spain,2002,2.75545611564098
ESP,Spain,2003,2.9392895953076
ESP,Spain,2004,3.1145314799161
ESP,Spain,2005,3.5512255846125
ESP,Spain,2006,4.04343515605099
ESP,Spain,2007,3.53350013165972
ESP,Spain,2008,0.767165748290694
ESP,Spain,2009,-3.76813306940053
ESP,Spain,2010,0.0941223116369514
ESP,Spain,2011,-0.639920636520344
ESP,Spain,2012,-2.86511368637748
ESP,Spain,2013,-1.42732224757626
ESP,Spain,2014,1.52048593647231
ESP,Spain,2015,4.06086672473866
ESP,Spain,2016,2.91515598595787
ESP,Spain,2017,2.89604207865007
ESP,Spain,2018,2.39541124478878
ESP,Spain,2019,1.96117850841711
ESP,Spain,2020,-10.9400706350371
ESP,Spain,2021,6.68314420473001
ESP,Spain,2022,6.37031712129601
ESP,Spain,2023,2.46085796805582
EST,Estonia,2000,10.0876385800462
EST,Estonia,2001,5.88074589534277
EST,Estonia,2002,6.93300082616575
EST,Estonia,2003,7.59630181032645
EST,Estonia,2004,6.80070110758655
EST,Estonia,2005,9.52305386462066
EST,Estonia,2006,9.76257131206653
EST,Estonia,2007,7.57091879311882
EST,Estonia,2008,-5.12531154308803
EST,Estonia,2009,-14.6302225427906
EST,Estonia,2010,2.4497502063999
EST,Estonia,2011,7.60697458913162
EST,Estonia,2012,3.67201872506541
EST,Estonia,2013,1.75649379621869
EST,Estonia,2014,3.32278988182702
EST,Estonia,2015,1.83815262882932
EST,Estonia,2016,3.09301920751959
EST,Estonia,2017,5.63467248963991
EST,Estonia,2018,3.69969756161726
EST,Estonia,2019,3.72664943466884
EST,Estonia,2020,-2.88380751483778
EST,Estonia,2021,8.25488044580031
EST,Estonia,2022,-1.22616966587796
EST,Estonia,2023,-2.74421914571231
FIN,Finland,2000,5.75373770498848
FIN,Finland,2001,2.64026205699308
FIN,Finland,2002,1.68732644358099
FIN,Finland,2003,2.01179992738312
FIN,Finland,2004,4.00537952277651
FIN,Finland,2005,2.77730918518017
FIN,Finland,2006,4.01957326515895
FIN,Finland,2007,5.31280176694145
FIN,Finland,2008,0.784431235717051
FIN,Finland,2009,-8.07603116552393
FIN,Finland,2010,3.1682879121621
FIN,Finland,2011,2.39039455396828
FIN,Finland,2012,-1.52284013040689
FIN,Finland,2013,-0.979741024949618
FIN,Finland,2014,-0.4780684247837
FIN,Finland,2015,0.466503766322674
FIN,Finland,2016,2.57193414898754
FIN,Finland,2017,3.30337003591039
FIN,Finland,2018,1.19297759742292
FIN,Finland,2019,1.34973845741737
FIN,Finland,2020,-2.49103605535707
FIN,Finland,2021,2.67634641498897
FIN,Finland,2022,0.763041912763526
FIN,Finland,2023,-0.939093459613758
FRA,France,2000,4.14099996402915
FRA,France,2001,1.89946701186636
FRA,France,2002,1.06775027069419
FRA,France,2003,0.967827182558352
FRA,France,2004,2.86825052501032
FRA,France,2005,1.88856584109286
FRA,France,2006,2.71406448755236
FRA,France,2007,2.53048188351066
FRA,France,2008,0.380171435849121
FRA,France,2009,-2.82455153714783
FRA,France,2010,2.00032476039051
FRA,France,2011,2.43757653729007
FRA,France,2012,0.183835264973013
FRA,France,2013,0.781756446231
FRA,France,2014,0.997832947295251
FRA,France,2015,1.06675474783462
FRA,France,2016,0.860031075424033
FRA,France,2017,2.08361485997399
FRA,France,2018,1.64590872395887
FRA,France,2019,2.02744646419237
FRA,France,2020,-7.44064589948231
FRA,France,2021,6.88233783360239
FRA,France,2022,2.71676264185913
FRA,France,2023,1.43921494437743
GBR,United Kingdom,2000,4.52438074810904
GBR,United Kingdom,2001,2.39102229602824
GBR,United Kingdom,2002,1.70902736258567
GBR,United Kingdom,2003,3.21851612669614
GBR,United Kingdom,2004,2.32601853325993
GBR,United Kingdom,2005,2.7906547174688
GBR,United Kingdom,2006,2.18982132415704
GBR,United Kingdom,2007,2.93091133582351
GBR,United Kingdom,2008,-0.0494116727402769
GBR,United Kingdom,2009,-4.58740819226323
GBR,United Kingdom,2010,2.26054460931586
GBR,United Kingdom,2011,0.851437739020326
GBR,United Kingdom,2012,1.52826034721852
GBR,United Kingdom,2013,1.71846961308464
GBR,United Kingdom,2014,3.16017351468152
GBR,United Kingdom,2015,2.14040560033371
GBR,United Kingdom,2016,2.20652020635357
GBR,United Kingdom,2017,3.02322219840339
GBR,United Kingdom,2018,1.55133095078786
GBR,United Kingdom,2019,1.25629899760824
GBR,United Kingdom,2020,-10.047896637362
GBR,United Kingdom,2021,8.5431118453255
GBR,United Kingdom,2022,5.14970388522993
GBR,United Kingdom,2023,0.271650048355255
GRC,Greece,2000,4.13782699405849
GRC,Greece,2001,4.65041459442163
GRC,Greece,2002,4.68313727063017
GRC,Greece,2003,5.79682274294369
GRC,Greece,2004,5.37786634595851
GRC,Greece,2005,1.18350635493289
GRC,Greece,2006,6.44339762487436
GRC,Greece,2007,3.50686976639459
GRC,Greece,2008,0.0574740238200775
GRC,Greece,2009,-4.11927606715011
GRC,Greece,2010,-5.6937412158003
GRC,Greece,2011,-9.87677875300243
GRC,Greece,2012,-8.33113421099992
GRC,Greece,2013,-2.27211699888024
GRC,Greece,2014,0.792225060962835
GRC,Greece,2015,-0.228301892172851
GRC,Greece,2016,-0.0317947678412054
GRC,Greece,2017,1.47312472702352
GRC,Greece,2018,2.06467207892409
GRC,Greece,2019,2.27718065334808
GRC,Greece,2020,-9.19623149726978
GRC,Greece,2021,8.65449786002131
GRC,Greece,2022,5.52198580589408
GRC,Greece,2023,2.13591131996631
HUN,Hungary,2000,4.40937501806403
HUN,Hungary,2001,4.06202617226026
HUN,Hungary,2002,4.73006530805553
HUN,Hungary,2003,3.93877761242727
HUN,Hungary,2004,4.96312536156307
HUN,Hungary,2005,4.30028318461673
HUN,Hungary,2006,3.93393162712054
HUN,Hungary,2007,0.332354337878925
HUN,Hungary,2008,0.993437085479655
HUN,Hungary,2009,-6.7401660845502
HUN,Hungary,2010,1.06795068152046
HUN,Hungary,2011,1.91670916599742
HUN,Hungary,2012,-1.33948446518181
HUN,Hungary,2013,2.03216990678146
HUN,Hungary,2014,4.33435364113967
HUN,Hungary,2015,3.65981615406955
HUN,Hungary,2016,2.43864141309342
HUN,Hungary,2017,4.12418389451805
HUN,Hungary,2018,5.60613813768876
HUN,Hungary,2019,5.07718495088933
HUN,Hungary,2020,-4.33872540024058
HUN,Hungary,2021,7.22291580811137
HUN,Hungary,2022,4.15238057779229
HUN,Hungary,2023,-0.817107370513455
IRL,Ireland,2000,9.40352476399653
IRL,Ireland,2001,5.30582133514299
IRL,Ireland,2002,5.89936506079005
IRL,Ireland,2003,3.01383869396012
IRL,Ireland,2004,6.78813990621356
IRL,Ireland,2005,5.73978202625278
IRL,Ireland,2006,4.98785364537615
IRL,Ireland,2007,5.31011830898613
IRL,Ireland,2008,-4.48407081043062
IRL,Ireland,2009,-5.09578277913846
IRL,Ireland,2010,1.68297175486512
IRL,Ireland,2011,1.60886648916944
IRL,Ireland,2012,-0.40502941658977
IRL,Ireland,2013,2.1929375750029
IRL,Ireland,2014,9.38579335130922
IRL,Ireland,2015,24.6239856364006
IRL,Ireland,2016,1.22271661130947
IRL,Ireland,2017,10.1088576065965
IRL,Ireland,2018,7.68865937437435
IRL,Ireland,2019,4.97288003766816
IRL,Ireland,2020,7.15369505735335
IRL,Ireland,2021,16.2581881158197
IRL,Ireland,2022,7.51113888415304
IRL,Ireland,2023,-2.53637409313261
ISL,Iceland,2000,4.90518213679276
ISL,Iceland,2001,3.84093935130252
ISL,Iceland,2002,0.542286728015213
ISL,Iceland,2003,2.28136971731965
